YearOfObservation,Insured_Period,Residential,Building Dimension,Building_Type,NumberOfWindows,Claim,Building_Painted,Building_Fenced,Garden,Settlement,Painted_Fenced_Garden,Painted_Fenced,Garden_Settlement,Fenced_Garden_Settlement,Painted_Fenced_Settlement,Painted_Fenced_Garden_Settlement
2013,1,1,180,1,3,1,0,1,1,1,1,1,2,4,1,1
2015,1,1,180,1,3,0,0,1,1,1,1,1,2,4,1,1
2013,0.495890411,0,380,1,3,0,1,0,0,0,2,2,0,0,2,2
2016,0,0,2000,1,4,1,1,1,1,1,5,3,2,4,4,4
2012,1,1,915,1,4,0,1,0,0,0,2,2,0,0,2,2
2012,0.74863388,0,300,1,2,0,1,0,0,0,2,2,0,0,2,2
2016,0.99726776,0,1100,1,2,0,1,0,0,0,2,2,0,0,2,2
2012,1,0,205,1,3,0,0,1,1,1,1,1,2,4,1,1
2012,1,1,820,1,3,0,1,0,0,0,2,2,0,0,2,2
2016,0.99726776,0,4500,1,3,0,1,1,1,1,5,3,2,4,4,4
2014,1,0,1350,1,3,0,1,0,0,0,2,2,0,0,2,2
2013,0.246575342,1,1034,1,2,0,1,0,0,0,2,2,0,0,2,2
2012,1,1,100,1,1,0,1,0,0,0,2,2,0,0,2,2
2015,1,1,6010,3,9,0,1,0,0,0,2,2,0,0,2,2
2015,1,1,1200,3,4,0,0,1,1,1,1,1,2,4,1,1
2013,1,0,535,3,4,1,1,0,0,0,2,2,0,0,2,2
2014,1,1,3750,3,3,1,1,0,0,0,2,2,0,0,2,2
2012,1,1,6300,3,4,1,1,0,0,0,2,2,0,0,2,2
2015,1,0,800,3,3,0,0,1,1,1,1,1,2,4,1,1
2013,1,0,700,3,3,1,0,1,1,1,1,1,2,4,1,1
2016,1,0,700,3,3,0,0,1,1,1,1,1,2,4,1,1
2013,0.246575342,0,532,3,3,0,0,1,1,1,1,1,2,4,1,1
2012,1,0,1460,3,3,1,0,1,1,1,1,1,2,4,1,1
2012,1,0,1100,3,3,1,0,1,1,1,1,1,2,4,1,1
2012,1,0,1210,3,3,0,0,1,1,1,1,1,2,4,1,1
2014,1,0,1267,3,3,0,0,1,1,1,1,1,2,4,1,1
2013,1,1,400,3,3,0,1,0,0,0,2,2,0,0,2,2
2014,0.665753425,0,562,3,4,1,0,1,1,1,1,1,2,4,1,1
2014,1,1,484,3,4,0,1,0,0,0,2,2,0,0,2,2
2012,1,0,416,3,3,0,1,0,0,0,2,2,0,0,2,2
2012,1,0,790,3,7,0,1,0,0,0,2,2,0,0,2,2
2015,1,0,790,3,7,0,1,0,0,0,2,2,0,0,2,2
2013,1,1,3700,3,5,1,1,0,0,0,2,2,0,0,2,2
2014,1,1,3700,3,5,1,1,0,0,0,2,2,0,0,2,2
2012,0.666666667,1,600,3,5,0,1,0,0,0,2,2,0,0,2,2
2013,1,0,960,3,1,0,1,0,0,0,2,2,0,0,2,2
2014,0.747945205,1,6280,3,9,1,1,0,0,0,2,2,0,0,2,2
2014,0.104109589,0,500,3,3,0,1,0,0,0,2,2,0,0,2,2
2012,1,0,2110,3,5,0,1,1,1,1,5,3,2,4,4,4
2016,0.99726776,1,3950,3,5,1,1,1,1,1,5,3,2,4,4,4
2012,1,0,3100,3,5,1,1,1,1,1,5,3,2,4,4,4
2015,1,0,3100,3,5,1,1,1,1,1,5,3,2,4,4,4
2013,1,0,1116,3,5,0,1,1,1,1,5,3,2,4,4,4
2015,1,0,1116,3,5,1,1,1,1,1,5,3,2,4,4,4
2012,1,0,636,3,5,0,1,1,1,1,5,3,2,4,4,4
2013,1,0,735,3,5,0,1,1,1,1,5,3,2,4,4,4
2014,1,0,1300,3,5,1,1,1,1,1,5,3,2,4,4,4
2015,1,0,1300,3,5,0,1,1,1,1,5,3,2,4,4,4
2016,0.99726776,0,550,3,5,0,1,1,1,1,5,3,2,4,4,4
2016,0.99726776,0,1265,3,5,0,1,1,1,1,5,3,2,4,4,4
2012,1,0,916,3,5,1,1,1,1,1,5,3,2,4,4,4
2015,1,0,916,3,5,0,1,1,1,1,5,3,2,4,4,4
2012,1,0,612,3,5,0,1,1,1,1,5,3,2,4,4,4
2014,1,0,612,3,5,0,1,1,1,1,5,3,2,4,4,4
2013,1,0,1698,3,5,1,1,1,1,1,5,3,2,4,4,4
2013,1,0,1418,3,5,0,1,1,1,1,5,3,2,4,4,4
2013,1,0,1900,3,5,0,1,0,0,0,2,2,0,0,2,2
2013,1,1,791,3,1,0,1,1,1,1,5,3,2,4,4,4
2014,1,1,791,3,1,0,1,1,1,1,5,3,2,4,4,4
2013,1,1,662,3,1,0,1,1,1,1,5,3,2,4,4,4
2014,0.41369863,1,662,3,1,1,1,1,1,1,5,3,2,4,4,4
2014,1,0,1568,3,1,0,0,1,1,1,1,1,2,4,1,1
2015,1,0,1568,3,1,0,0,1,1,1,1,1,2,4,1,1
2012,1,0,798,3,1,0,1,1,1,1,5,3,2,4,4,4
2013,0.495890411,0,1850,3,1,0,1,1,1,1,5,3,2,4,4,4
2014,1,0,930,3,1,1,1,1,1,1,5,3,2,4,4,4
2015,1,0,930,3,1,0,1,1,1,1,5,3,2,4,4,4
2014,1,0,1400,3,1,0,1,1,1,1,5,3,2,4,4,4
2012,1,1,908,3,1,1,1,1,1,1,5,3,2,4,4,4
2015,1,0,715,3,1,0,1,1,1,1,5,3,2,4,4,4
2014,1,0,1100,3,1,0,1,1,1,1,5,3,2,4,4,4
2013,1,0,1752,3,1,0,1,1,1,1,5,3,2,4,4,4
2014,1,0,1752,3,1,1,1,1,1,1,5,3,2,4,4,4
2015,1,0,1500,3,1,0,1,1,1,1,5,3,2,4,4,4
2016,0.99726776,0,1500,3,1,0,1,1,1,1,5,3,2,4,4,4
2012,1,0,1950,3,1,1,0,1,1,1,1,1,2,4,1,1
2012,1,0,3953,3,1,0,0,1,1,1,1,1,2,4,1,1
2016,1,0,586,3,1,0,0,1,1,1,1,1,2,4,1,1
2014,1,0,1300,3,1,1,0,1,1,1,1,1,2,4,1,1
2013,1,1,780,3,1,0,1,0,0,0,2,2,0,0,2,2
2015,1,0,3947,3,7,0,0,1,1,1,1,1,2,4,1,1
2013,1,1,1350,3,7,0,1,0,0,0,2,2,0,0,2,2
2014,1,1,350,3,4,0,1,0,0,0,2,2,0,0,2,2
2012,1,1,5278,3,5,0,1,0,0,0,2,2,0,0,2,2
2012,1,0,1180,3,3,0,1,1,1,1,5,3,2,4,4,4
2016,0.99726776,0,450,3,3,0,1,1,1,1,5,3,2,4,4,4
2012,1,1,220,3,3,0,0,1,1,1,1,1,2,4,1,1
2013,1,1,250,3,3,0,0,1,1,1,1,1,2,4,1,1
2013,1,0,400,3,3,0,1,0,0,0,2,2,0,0,2,2
2012,1,1,2450,3,5,0,0,1,1,1,1,1,2,4,1,1
2014,1,1,850,3,5,0,1,0,0,0,2,2,0,0,2,2
2013,0,1,2646,3,3,0,0,1,1,1,1,1,2,4,1,1
2015,1,1,550,3,3,0,1,0,0,0,2,2,0,0,2,2
2015,1,1,824,3,5,1,1,0,0,0,2,2,0,0,2,2
2013,1,1,600,3,4,0,1,0,0,0,2,2,0,0,2,2
2012,1,1,1100,3,10,0,0,1,1,1,1,1,2,4,1,1
2012,1,1,4100,3,10,0,1,0,0,0,2,2,0,0,2,2
2016,0.99726776,1,4100,3,10,0,1,0,0,0,2,2,0,0,2,2
2013,1,1,1100,3,4,0,1,0,0,0,2,2,0,0,2,2
2014,0.079452055,1,1100,3,4,1,1,0,0,0,2,2,0,0,2,2
2014,1,0,230,3,4,0,1,0,0,0,2,2,0,0,2,2
2014,1,1,420,3,4,0,1,0,0,0,2,2,0,0,2,2
2012,1,1,2000,3,8,0,1,0,0,0,2,2,0,0,2,2
2014,1,1,1460,3,7,0,1,0,0,0,2,2,0,0,2,2
2016,0.99726776,1,2866,3,7,1,1,0,0,0,2,2,0,0,2,2
2014,1,1,1196,3,6,1,1,0,0,0,2,2,0,0,2,2
2012,0.920765027,1,714,3,6,0,1,0,0,0,2,2,0,0,2,2
2016,0.079234973,1,714,3,6,0,1,0,0,0,2,2,0,0,2,2
2013,1,0,300,3,4,0,1,0,0,0,2,2,0,0,2,2
2013,1,1,750,3,5,1,1,0,0,0,2,2,0,0,2,2
2014,0.098630137,1,750,3,5,0,1,0,0,0,2,2,0,0,2,2
2012,0.579234973,1,9449,3,8,0,1,0,0,0,2,2,0,0,2,2
2013,1,1,9449,3,8,1,1,0,0,0,2,2,0,0,2,2
2012,0.920765027,1,2110,3,6,0,1,0,0,0,2,2,0,0,2,2
2012,0.579234973,1,550,3,4,0,1,0,0,0,2,2,0,0,2,2
2012,0.338797814,1,10142,3,9,1,1,0,0,0,2,2,0,0,2,2
2012,0.180327869,1,11516,3,5,0,1,0,0,0,2,2,0,0,2,2
2013,1,1,1015,3,5,0,1,0,0,0,2,2,0,0,2,2
2014,0.832876712,1,1015,3,5,1,1,0,0,0,2,2,0,0,2,2
2014,0,0,960,3,4,0,1,1,1,1,5,3,2,4,4,4
2016,0.99726776,1,700,3,4,1,1,0,0,0,2,2,0,0,2,2
2016,1,1,765,3,4,1,0,1,1,1,1,1,2,4,1,1
2013,1,1,1054,3,4,0,1,1,1,1,5,3,2,4,4,4
2015,1,1,1535,3,4,1,1,1,1,1,5,3,2,4,4,4
2012,1,1,310,3,4,0,0,1,1,1,1,1,2,4,1,1
2013,1,1,2110,3,4,0,0,1,1,1,1,1,2,4,1,1
2012,1,1,285,3,4,1,0,1,1,1,1,1,2,4,1,1
2016,1,1,285,3,4,0,0,1,1,1,1,1,2,4,1,1
2012,1,1,9100,3,4,1,1,0,0,0,2,2,0,0,2,2
2013,1,1,1880,3,3,1,1,0,0,0,2,2,0,0,2,2
2013,1,1,5237,3,5,1,1,1,1,1,5,3,2,4,4,4
2012,0.068306011,1,1836,3,5,0,0,1,1,1,1,1,2,4,1,1
2014,0.693150685,1,3731,3,5,0,1,0,0,0,2,2,0,0,2,2
2013,0.246575342,1,1065,3,2,0,0,1,1,1,1,1,2,4,1,1
2013,0.37260274,1,3460,3,2,1,0,1,1,1,1,1,2,4,1,1
2012,1,0,225,3,2,0,1,0,0,0,2,2,0,0,2,2
2013,1,0,1200,3,4,0,1,0,0,0,2,2,0,0,2,2
2013,0.580821918,1,7600,3,4,0,1,1,1,1,5,3,2,4,4,4
2016,0.99726776,1,180,3,4,0,0,1,1,1,1,1,2,4,1,1
2013,1,0,1026,3,4,1,0,1,1,1,1,1,2,4,1,1
2016,0.99726776,1,7000,3,4,1,1,0,0,0,2,2,0,0,2,2
2014,1,1,12582,3,8,1,1,0,0,0,2,2,0,0,2,2
2016,1,0,252,3,4,0,1,1,1,1,5,3,2,4,4,4
2014,1,0,3300,3,4,0,1,0,0,0,2,2,0,0,2,2
2012,1,0,390,3,4,0,0,1,1,1,1,1,2,4,1,1
2015,1,1,1970,3,4,0,0,1,1,1,1,1,2,4,1,1
2014,1,0,500,3,4,0,0,1,1,1,1,1,2,4,1,1
2012,1,0,1125,3,4,0,1,0,0,0,2,2,0,0,2,2
2012,1,1,696,3,6,0,1,0,0,0,2,2,0,0,2,2
2013,1,1,696,3,6,0,1,0,0,0,2,2,0,0,2,2
2015,1,1,696,3,6,0,1,0,0,0,2,2,0,0,2,2
2012,1,1,520,3,8,0,1,1,1,1,5,3,2,4,4,4
2013,1,1,262,3,8,0,0,1,1,1,1,1,2,4,1,1
2012,1,1,325,3,8,0,0,1,1,1,1,1,2,4,1,1
2012,1,1,333,3,8,0,0,1,1,1,1,1,2,4,1,1
2013,1,1,333,3,8,0,0,1,1,1,1,1,2,4,1,1
2014,1,1,333,3,8,0,0,1,1,1,1,1,2,4,1,1
2015,1,0,2000,3,8,0,1,0,0,0,2,2,0,0,2,2
2013,1,1,420,3,5,0,1,0,0,0,2,2,0,0,2,2
2012,1,0,2910,3,8,1,1,0,0,0,2,2,0,0,2,2
2013,1,0,2910,3,8,0,1,0,0,0,2,2,0,0,2,2
2014,1,0,2910,3,8,0,1,0,0,0,2,2,0,0,2,2
2015,1,0,2910,3,8,0,1,0,0,0,2,2,0,0,2,2
2016,0.99726776,0,2910,3,8,0,1,0,0,0,2,2,0,0,2,2
2013,0.495890411,1,3248,3,7,1,1,0,0,0,2,2,0,0,2,2
2014,0.665753425,1,2880,3,7,1,1,0,0,0,2,2,0,0,2,2
2013,0.495890411,1,1328,3,4,0,1,0,0,0,2,2,0,0,2,2
2014,1,1,250,3,3,0,1,0,0,0,2,2,0,0,2,2
2014,1,0,1250,3,7,0,1,0,0,0,2,2,0,0,2,2
2012,0.74863388,0,1122,3,8,1,1,1,1,1,5,3,2,4,4,4
2015,1,0,643,3,8,1,1,1,1,1,5,3,2,4,4,4
2013,1,1,300,3,8,0,0,1,1,1,1,1,2,4,1,1
2015,1,1,300,3,8,0,0,1,1,1,1,1,2,4,1,1
2012,1,1,4575,3,8,0,1,1,1,1,5,3,2,4,4,4
2013,1,0,480,3,8,0,1,1,1,1,5,3,2,4,4,4
2015,1,0,480,3,8,1,1,1,1,1,5,3,2,4,4,4
2012,1,0,240,3,8,0,0,1,1,1,1,1,2,4,1,1
2015,1,0,2062,3,8,0,1,1,1,1,5,3,2,4,4,4
2016,1,0,2062,3,8,0,1,1,1,1,5,3,2,4,4,4
2013,1,1,1880,3,8,1,0,1,1,1,1,1,2,4,1,1
2014,1,1,1,3,8,0,0,1,1,1,1,1,2,4,1,1
2014,1,1,1759,3,8,0,0,1,1,1,1,1,2,4,1,1
2014,1,1,600,3,8,1,0,1,1,1,1,1,2,4,1,1
2013,1,1,300,3,8,0,0,1,1,1,1,1,2,4,1,1
2013,1,1,705,3,8,0,0,1,1,1,1,1,2,4,1,1
2014,1,1,705,3,8,0,0,1,1,1,1,1,2,4,1,1
2015,1,1,705,3,8,0,0,1,1,1,1,1,2,4,1,1
2016,0.99726776,1,705,3,8,0,0,1,1,1,1,1,2,4,1,1
2014,1,1,1300,3,8,0,0,1,1,1,1,1,2,4,1,1
2012,1,1,910,3,8,1,0,1,1,1,1,1,2,4,1,1
2012,1,1,6410,3,8,1,1,0,0,0,2,2,0,0,2,2
2014,1,1,1200,3,6,0,1,0,0,0,2,2,0,0,2,2
2012,1,1,350,3,2,0,1,0,0,0,2,2,0,0,2,2
2016,0.99726776,1,1157,3,5,0,1,0,0,0,2,2,0,0,2,2
2015,1,1,1270,3,7,0,1,0,0,0,2,2,0,0,2,2
2012,1,1,2600,3,6,1,1,1,1,1,5,3,2,4,4,4
2012,1,1,504,3,6,0,1,1,1,1,5,3,2,4,4,4
2014,1,1,1355,3,6,0,1,0,0,0,2,2,0,0,2,2
2013,1,1,982,3,4,0,1,0,0,0,2,2,0,0,2,2
2012,1,1,1252,3,7,0,1,0,0,0,2,2,0,0,2,2
2012,1,1,4392,3,4,0,1,0,0,0,2,2,0,0,2,2
2016,0.99726776,1,4392,3,4,0,1,0,0,0,2,2,0,0,2,2
2012,1,1,2700,3,6,0,1,0,0,0,2,2,0,0,2,2
2015,1,1,2700,3,6,1,1,0,0,0,2,2,0,0,2,2
2015,1,1,8018,3,3,1,1,1,1,1,5,3,2,4,4,4
2013,1,1,831,3,3,0,0,1,1,1,1,1,2,4,1,1
2012,1,1,1300,3,3,0,1,0,0,0,2,2,0,0,2,2
2016,0.99726776,1,630,3,5,0,0,1,1,1,1,1,2,4,1,1
2015,1,1,450,3,5,0,0,1,1,1,1,1,2,4,1,1
2013,1,1,387,3,5,1,0,1,1,1,1,1,2,4,1,1
2014,1,1,900,3,5,0,0,1,1,1,1,1,2,4,1,1
2013,1,1,710,3,5,0,0,1,1,1,1,1,2,4,1,1
2012,1,1,6054,3,5,0,0,1,1,1,1,1,2,4,1,1
2013,1,1,3068,3,5,1,1,0,0,0,2,2,0,0,2,2
2013,1,1,770,3,6,0,1,0,0,0,2,2,0,0,2,2
2014,1,1,845,3,4,0,1,0,0,0,2,2,0,0,2,2
2015,0.747945205,1,845,3,4,0,1,0,0,0,2,2,0,0,2,2
2013,1,1,286,3,3,0,1,0,0,0,2,2,0,0,2,2
2015,1,1,600,3,4,0,1,0,0,0,2,2,0,0,2,2
2013,1,1,1215,3,4,0,1,0,0,0,2,2,0,0,2,2
2012,0.579234973,1,5020,3,5,0,1,0,0,0,2,2,0,0,2,2
2015,1,1,5020,3,5,0,1,0,0,0,2,2,0,0,2,2
2012,0.674863388,1,6813,3,7,1,1,0,0,0,2,2,0,0,2,2
2015,1,1,4280,3,6,1,1,0,0,0,2,2,0,0,2,2
2014,1,1,1905,3,7,0,1,0,0,0,2,2,0,0,2,2
2013,1,0,150,3,8,0,0,1,1,1,1,1,2,4,1,1
2014,1,0,150,3,8,0,0,1,1,1,1,1,2,4,1,1
2015,1,0,150,3,8,0,0,1,1,1,1,1,2,4,1,1
2016,0.99726776,1,2200,3,8,1,1,0,0,0,2,2,0,0,2,2
2012,1,0,733,3,5,0,1,0,0,0,2,2,0,0,2,2
2012,1,0,850,3,6,1,1,0,0,0,2,2,0,0,2,2
2015,1,0,850,3,6,0,1,0,0,0,2,2,0,0,2,2
2012,1,1,2255,3,3,1,0,1,1,1,1,1,2,4,1,1
2014,1,1,1130,3,3,0,0,1,1,1,1,1,2,4,1,1
2012,1,1,1000,3,3,0,0,1,1,1,1,1,2,4,1,1
2016,1,1,1000,3,3,0,0,1,1,1,1,1,2,4,1,1
2012,1,0,1000,3,3,0,0,1,1,1,1,1,2,4,1,1
2016,0.99726776,0,1000,3,3,0,0,1,1,1,1,1,2,4,1,1
2016,0.99726776,0,300,3,3,1,1,0,0,0,2,2,0,0,2,2
2013,1,0,300,3,2,0,1,0,0,0,2,2,0,0,2,2
2015,1,0,300,3,2,0,1,0,0,0,2,2,0,0,2,2
2016,1,1,700,3,6,0,1,0,0,0,2,2,0,0,2,2
2015,1,0,460,3,8,0,1,1,1,1,5,3,2,4,4,4
2014,0.495890411,1,1350,3,8,1,0,1,1,1,1,1,2,4,1,1
2016,1,1,975,3,8,0,0,1,1,1,1,1,2,4,1,1
2012,1,1,12287,3,8,0,1,0,0,0,2,2,0,0,2,2
2012,1,1,1586,3,7,1,1,0,0,0,2,2,0,0,2,2
2012,1,1,2018,3,3,0,1,0,0,0,2,2,0,0,2,2
2016,0.99726776,1,2018,3,3,0,1,0,0,0,2,2,0,0,2,2
2014,1,1,9277,3,10,1,1,0,0,0,2,2,0,0,2,2
2014,1,1,5000,3,7,0,1,0,0,0,2,2,0,0,2,2
2013,0.084931507,1,1135,3,6,0,0,1,1,1,1,1,2,4,1,1
2012,1,1,1150,3,6,0,1,0,0,0,2,2,0,0,2,2
2012,1,0,600,3,3,0,1,1,1,1,5,3,2,4,4,4
2012,1,1,906,3,3,0,1,1,1,1,5,3,2,4,4,4
2014,1,1,870,3,3,0,0,1,1,1,1,1,2,4,1,1
2014,1,1,3419,3,3,0,1,1,1,1,5,3,2,4,4,4
2013,0.41369863,1,1232,3,3,0,0,1,1,1,1,1,2,4,1,1
2012,1,1,400,3,3,0,0,1,1,1,1,1,2,4,1,1
2015,1,1,400,3,3,0,0,1,1,1,1,1,2,4,1,1
2015,1,1,1300,3,3,0,0,1,1,1,1,1,2,4,1,1
2013,1,0,960,3,3,0,1,0,0,0,2,2,0,0,2,2
2015,1,0,960,3,3,0,1,0,0,0,2,2,0,0,2,2
2014,1,0,3161,3,5,1,1,0,0,0,2,2,0,0,2,2
2013,1,1,1604,3,4,1,1,0,0,0,2,2,0,0,2,2
2013,1,1,290,3,1,0,1,0,0,0,2,2,0,0,2,2
2012,1,1,1000,3,2,0,0,1,1,1,1,1,2,4,1,1
2014,1,1,1000,3,2,0,0,1,1,1,1,1,2,4,1,1
2012,1,0,385,3,2,0,1,0,0,0,2,2,0,0,2,2
2012,1,1,460,3,3,0,1,1,1,1,5,3,2,4,4,4
2013,1,0,900,3,3,0,1,0,0,0,2,2,0,0,2,2
2013,1,0,528,3,6,0,0,1,1,1,1,1,2,4,1,1
2016,0.99726776,1,1010,3,6,0,1,0,0,0,2,2,0,0,2,2
2012,1,1,2549,3,2,0,1,0,0,0,2,2,0,0,2,2
2012,1,1,8377,3,8,0,1,0,0,0,2,2,0,0,2,2
2015,1,1,8377,3,8,1,1,0,0,0,2,2,0,0,2,2
2014,0.950684932,1,715,3,6,0,1,0,0,0,2,2,0,0,2,2
2012,1,1,858,3,4,1,1,0,0,0,2,2,0,0,2,2
2015,1,1,858,3,4,1,1,0,0,0,2,2,0,0,2,2
2012,1,1,770,3,4,0,0,1,1,1,1,1,2,4,1,1
2016,0.99726776,1,770,3,4,0,0,1,1,1,1,1,2,4,1,1
2013,1,1,1425,3,4,0,1,0,0,0,2,2,0,0,2,2
2015,1,1,1425,3,4,0,1,0,0,0,2,2,0,0,2,2
2014,1,1,380,3,5,0,0,1,1,1,1,1,2,4,1,1
2012,1,1,500,3,5,0,0,1,1,1,1,1,2,4,1,1
2014,0.747945205,1,1250,3,5,0,1,0,0,0,2,2,0,0,2,2
2013,1,1,1944,3,6,1,1,0,0,0,2,2,0,0,2,2
2015,1,1,2128,3,4,0,1,0,0,0,2,2,0,0,2,2
2013,1,1,3516,3,8,1,1,0,0,0,2,2,0,0,2,2
2013,1,0,4372,3,5,0,1,1,1,1,5,3,2,4,4,4
2012,1,1,450,3,5,0,1,1,1,1,5,3,2,4,4,4
2013,1,1,1132,3,5,0,0,1,1,1,1,1,2,4,1,1
2013,1,1,5155,3,5,1,0,1,1,1,1,1,2,4,1,1
2014,1,1,800,3,5,1,0,1,1,1,1,1,2,4,1,1
2013,1,1,3400,3,5,1,1,0,0,0,2,2,0,0,2,2
2015,1,1,3400,3,5,1,1,0,0,0,2,2,0,0,2,2
2014,0.564383562,1,1568,3,7,0,0,1,1,1,1,1,2,4,1,1
2013,0,1,2340,3,7,1,1,0,0,0,2,2,0,0,2,2
2012,1,0,1450,3,5,0,1,0,0,0,2,2,0,0,2,2
2013,1,0,800,3,4,1,1,0,0,0,2,2,0,0,2,2
2016,0.99726776,0,800,3,4,0,1,0,0,0,2,2,0,0,2,2
2012,1,1,1515,3,7,0,1,0,0,0,2,2,0,0,2,2
2015,1,1,2100,3,6,1,1,0,0,0,2,2,0,0,2,2
2016,0.99726776,1,2100,3,6,1,1,0,0,0,2,2,0,0,2,2
2016,0.99726776,1,7592,3,7,1,1,0,0,0,2,2,0,0,2,2
2012,0.942622951,1,2183,3,2,0,1,0,0,0,2,2,0,0,2,2
2013,1,1,1660,3,6,1,1,0,0,0,2,2,0,0,2,2
2016,0.99726776,1,2167,3,7,1,1,0,0,0,2,2,0,0,2,2
2012,1,1,820,3,5,1,1,1,1,1,5,3,2,4,4,4
2012,1,1,345,3,5,0,0,1,1,1,1,1,2,4,1,1
2013,0.495890411,1,900,3,5,0,0,1,1,1,1,1,2,4,1,1
2014,1,1,1650,3,5,1,1,0,0,0,2,2,0,0,2,2
2016,0.99726776,1,3173,3,7,1,1,0,0,0,2,2,0,0,2,2
2013,1,0,11760,3,3,1,1,0,0,0,2,2,0,0,2,2
2016,0.99726776,0,11760,3,3,0,1,0,0,0,2,2,0,0,2,2
2013,0.216438356,1,6038,3,7,1,1,0,0,0,2,2,0,0,2,2
2014,1,1,240,3,2,0,1,0,0,0,2,2,0,0,2,2
2014,1,1,330,3,4,1,1,0,0,0,2,2,0,0,2,2
2015,1,1,330,3,4,0,1,0,0,0,2,2,0,0,2,2
2012,1,1,1000,3,5,1,1,0,0,0,2,2,0,0,2,2
2016,1,1,1000,3,5,1,1,0,0,0,2,2,0,0,2,2
2012,1,0,850,3,3,0,1,0,0,0,2,2,0,0,2,2
2014,0.665753425,1,865,3,5,0,1,0,0,0,2,2,0,0,2,2
2013,1,1,650,3,3,1,1,0,0,0,2,2,0,0,2,2
2015,1,0,900,3,5,0,1,1,1,1,5,3,2,4,4,4
2012,0,1,90,3,5,0,0,1,1,1,1,1,2,4,1,1
2014,1,1,3040,3,5,1,0,1,1,1,1,1,2,4,1,1
2012,1,1,2057,3,5,0,1,0,0,0,2,2,0,0,2,2
2013,1,0,760,3,4,0,0,1,1,1,1,1,2,4,1,1
2015,1,0,812,3,4,0,1,0,0,0,2,2,0,0,2,2
2012,0.172131148,0,1562,3,8,0,1,0,0,0,2,2,0,0,2,2
2015,1,1,12310,3,6,1,1,0,0,0,2,2,0,0,2,2
2012,1,0,1900,3,5,0,1,0,0,0,2,2,0,0,2,2
2013,0.452054795,0,1900,3,5,0,1,0,0,0,2,2,0,0,2,2
2016,0.99726776,1,400,3,3,0,1,0,0,0,2,2,0,0,2,2
2012,1,1,1285,3,5,0,1,0,0,0,2,2,0,0,2,2
2012,0.928961749,1,1430,3,2,0,1,0,0,0,2,2,0,0,2,2
2012,0.920765027,1,3872,3,5,0,1,0,0,0,2,2,0,0,2,2
2014,1,1,1274,3,5,0,1,0,0,0,2,2,0,0,2,2
2013,1,1,273,3,3,0,1,0,0,0,2,2,0,0,2,2
2015,1,1,3401,3,8,0,1,0,0,0,2,2,0,0,2,2
2016,0.99726776,1,3401,3,8,1,1,0,0,0,2,2,0,0,2,2
2015,0,1,868,3,4,0,1,1,1,1,5,3,2,4,4,4
2012,1,0,1300,3,4,1,1,0,0,0,2,2,0,0,2,2
2013,1,0,1300,3,4,0,1,0,0,0,2,2,0,0,2,2
2016,1,0,1300,3,4,0,1,0,0,0,2,2,0,0,2,2
2013,1,1,2635,3,7,0,1,0,0,0,2,2,0,0,2,2
2012,1,1,300,3,5,0,1,0,0,0,2,2,0,0,2,2
2016,1,0,500,3,3,0,1,0,0,0,2,2,0,0,2,2
2016,1,0,450,3,2,0,0,1,1,1,1,1,2,4,1,1
2012,1,0,1,3,2,0,1,1,1,1,5,3,2,4,4,4
2015,1,0,1,3,2,0,1,1,1,1,5,3,2,4,4,4
2016,1,0,1,3,2,0,1,1,1,1,5,3,2,4,4,4
2016,0.494535519,1,930,3,2,0,0,1,1,1,1,1,2,4,1,1
2014,1,1,600,3,2,0,0,1,1,1,1,1,2,4,1,1
2015,1,1,600,3,2,1,0,1,1,1,1,1,2,4,1,1
2013,1,1,20818,3,2,0,0,1,1,1,1,1,2,4,1,1
2016,0.99726776,1,700,3,2,0,1,1,1,1,5,3,2,4,4,4
2012,1,0,321,3,2,0,1,0,0,0,2,2,0,0,2,2
2013,1,0,321,3,2,0,1,0,0,0,2,2,0,0,2,2
2015,1,1,400,3,5,0,1,1,1,1,5,3,2,4,4,4
2013,1,0,414,3,5,0,0,1,1,1,1,1,2,4,1,1
2016,0.99726776,0,414,3,5,0,0,1,1,1,1,1,2,4,1,1
2016,0.989071038,0,3800,3,5,0,1,0,0,0,2,2,0,0,2,2
2012,0.915300546,1,7500,3,6,0,1,0,0,0,2,2,0,0,2,2
2014,0.887671233,0,319,3,5,0,0,1,1,1,1,1,2,4,1,1
2015,1,0,2490,3,5,0,0,1,1,1,1,1,2,4,1,1
2016,0.99726776,1,700,3,5,1,0,1,1,1,1,1,2,4,1,1
2014,1,1,1600,3,5,0,1,1,1,1,5,3,2,4,4,4
2013,1,1,600,3,5,0,1,1,1,1,5,3,2,4,4,4
2016,0.06557377,1,670,3,5,0,1,0,0,0,2,2,0,0,2,2
2013,0.263013699,1,216,3,3,0,0,1,1,1,1,1,2,4,1,1
2012,1,1,2300,3,3,0,1,0,0,0,2,2,0,0,2,2
2014,1,0,200,3,3,0,1,0,0,0,2,2,0,0,2,2
2013,1,1,1400,3,6,1,1,0,0,0,2,2,0,0,2,2
2016,1,1,1400,3,6,1,1,0,0,0,2,2,0,0,2,2
2013,1,1,1300,3,2,1,1,1,1,1,5,3,2,4,4,4
2015,1,1,1300,3,2,0,1,1,1,1,5,3,2,4,4,4
2013,1,0,882,3,2,0,0,1,1,1,1,1,2,4,1,1
2012,1,0,220,3,2,0,1,0,0,0,2,2,0,0,2,2
